1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
12,16,16,16,10,16,14,7,10,14,12,18,16,10,18,14,10,7,16,11,8,12,8,9,12,9,12,9,14,12,11,12,15,16,12,12,9,15,12,13,12,12,14,10,7,15,12,17,14,15,13,9,14,11,11,12,12,15,9,14,6,8,11,14,15,14,10,12,12,16,6,12,14,14,8,14,12,11,12,10,13,11,11,20,10,17,13,9,7,14,10,16,7,11,10,8,19,11,14,11
12.0,14.0,14.666666666666666,15.0,14.0,14.333333333333334,14.285714285714286,13.375,13.0,13.1,13.0,13.416666666666666,13.615384615384615,13.357142857142858,13.666666666666666,13.6875,13.470588235294118,13.11111111111111,13.263157894736842,13.15,12.904761904761905,12.863636363636363,12.652173913043478,12.5,12.48,12.346153846153847,12.333333333333334,12.214285714285714,12.275862068965518,12.266666666666667,12.225806451612904,12.21875,12.303030303030303,12.411764705882353,12.4,12.38888888888889,12.297297297297296,12.368421052631579,12.35897435897436,12.375,12.365853658536585,12.357142857142858,12.395348837209303,12.340909090909092,12.222222222222221,12.282608695652174,12.27659574468085,12.375,12.408163265306122,12.46,12.470588235294118,12.403846153846153,12.433962264150944,12.407407407407407,12.381818181818181,12.375,12.368421052631579,12.413793103448276,12.35593220338983,12.383333333333333,12.278688524590164,12.209677419354838,12.19047619047619,12.21875,12.261538461538462,12.287878787878787,12.253731343283581,12.25,12.246376811594203,12.3,12.211267605633802,12.208333333333334,12.232876712328768,12.256756756756756,12.2,12.223684210526315,12.220779220779221,12.205128205128204,12.20253164556962,12.175,12.185185185185185,12.170731707317072,12.156626506024097,12.25,12.223529411764705,12.279069767441861,12.28735632183908,12.25,12.191011235955056,12.21111111111111,12.186813186813186,12.228260869565217,12.172043010752688,12.159574468085106,12.136842105263158,12.09375,12.164948453608247,12.153061224489797,12.171717171717171,12.16
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
